frequency_thz,vdos
2.319335937500e+01,2.711468328622e+01
2.343750000000e+01,2.641589054223e+01
2.368164062500e+01,2.589579856695e+01
2.392578125000e+01,2.316381787301e+01
2.416992187500e+01,2.330734631182e+01
2.441406250000e+01,2.288280133656e+01
2.465820312500e+01,2.090318044935e+01
2.490234375000e+01,1.969887550076e+01
2.514648437500e+01,2.031404844736e+01
2.539062500000e+01,2.051020958681e+01
2.563476562500e+01,1.845267584278e+01
2.587890625000e+01,1.790128663231e+01
2.612304687500e+01,1.746047994274e+01
2.636718750000e+01,1.655811620181e+01
2.661132812500e+01,1.707311137811e+01
2.685546875000e+01,1.639214999927e+01
2.709960937500e+01,1.523261746174e+01
2.734375000000e+01,1.526734801618e+01
2.758789062500e+01,1.460155775954e+01
2.783203125000e+01,1.532026596072e+01
2.807617187500e+01,1.438324104720e+01
2.832031250000e+01,1.393767611727e+01
2.856445312500e+01,1.406960532687e+01
2.880859375000e+01,1.346028805150e+01
2.905273437500e+01,1.259572702804e+01
2.929687500000e+01,1.272730514913e+01
2.954101562500e+01,1.260246787396e+01
2.978515625000e+01,1.254233777921e+01
3.002929687500e+01,1.213275992722e+01
3.027343750000e+01,1.172514975195e+01
3.051757812500e+01,1.134805553961e+01
3.076171875000e+01,1.133253752159e+01
3.100585937500e+01,1.105568743797e+01
3.125000000000e+01,1.115965299291e+01
3.149414062500e+01,1.076366925492e+01
3.173828125000e+01,1.047646440190e+01
3.198242187500e+01,1.033046991384e+01
3.222656250000e+01,1.022304375184e+01
3.247070312500e+01,9.887664091340e+00
3.271484375000e+01,9.938426456585e+00
3.295898437500e+01,9.741848528258e+00
3.320312500000e+01,9.497104652436e+00
3.344726562500e+01,9.380119485826e+00
3.369140625000e+01,9.246402007277e+00
3.393554687500e+01,9.108237710104e+00
3.417968750000e+01,8.907384544306e+00
3.442382812500e+01,8.782428316607e+00
3.466796875000e+01,8.679652734349e+00
3.491210937500e+01,8.466093154324e+00
3.515625000000e+01,8.397579437304e+00
3.540039062500e+01,8.278663229082e+00
3.564453125000e+01,8.145420660559e+00
3.588867187500e+01,8.053059383253e+00
3.613281250000e+01,7.920223897724e+00
3.637695312500e+01,7.791788392178e+00
3.662109375000e+01,7.696231362265e+00
3.686523437500e+01,7.568854373550e+00
3.710937500000e+01,7.449210595191e+00
3.735351562500e+01,7.352149393201e+00
3.759765625000e+01,7.242082122811e+00
3.784179687500e+01,7.178148627624e+00
3.808593750000e+01,7.068258969224e+00
3.833007812500e+01,6.987081592600e+00
3.857421875000e+01,6.865789983806e+00
3.881835937500e+01,6.775278868000e+00
3.906250000000e+01,6.669644224034e+00
3.930664062500e+01,6.598491772673e+00
3.955078125000e+01,6.520973770798e+00
3.979492187500e+01,6.424175661239e+00
4.003906250000e+01,6.343073769359e+00
4.028320312500e+01,6.270536165110e+00
4.052734375000e+01,6.193529861234e+00
4.077148437500e+01,6.094378816868e+00
4.101562500000e+01,6.031200995086e+00
4.125976562500e+01,5.964126691485e+00
4.150390625000e+01,5.879013132750e+00
4.174804687500e+01,5.811158246064e+00
4.199218750000e+01,5.736936418615e+00
4.223632812500e+01,5.670473478273e+00
4.248046875000e+01,5.606131251635e+00
4.272460937500e+01,5.539119948211e+00
4.296875000000e+01,5.476442390141e+00
4.321289062500e+01,5.402562975583e+00
4.345703125000e+01,5.340297052124e+00
4.370117187500e+01,5.276663942087e+00
4.394531250000e+01,5.217166079832e+00
4.418945312500e+01,5.154647896392e+00
4.443359375000e+01,5.102137505852e+00
4.467773437500e+01,5.042463386884e+00
4.492187500000e+01,4.984327294676e+00
4.516601562500e+01,4.923375479957e+00
4.541015625000e+01,4.870956097349e+00
4.565429687500e+01,4.815143934503e+00
4.589843750000e+01,4.768750657630e+00
4.614257812500e+01,4.712286829506e+00
4.638671875000e+01,4.660073776395e+00
4.663085937500e+01,4.606714597904e+00
4.687500000000e+01,4.560255032880e+00
4.711914062500e+01,4.508669639183e+00
4.736328125000e+01,4.463708427454e+00
4.760742187500e+01,4.414796364690e+00
4.785156250000e+01,4.369182561561e+00
4.809570312500e+01,4.323632972222e+00
4.833984375000e+01,4.276996480355e+00
4.858398437500e+01,4.233444320308e+00
4.882812500000e+01,4.190679481739e+00
4.907226562500e+01,4.147802735096e+00
4.931640625000e+01,4.106118432132e+00
4.956054687500e+01,4.059737303014e+00
4.980468750000e+01,4.021504164808e+00
5.004882812500e+01,3.981623578486e+00
5.029296875000e+01,3.940293431922e+00
5.053710937500e+01,3.903226408736e+00
5.078125000000e+01,3.864878518974e+00
5.102539062500e+01,3.825535171613e+00
5.126953125000e+01,3.789268565220e+00
5.151367187500e+01,3.754014913746e+00
5.175781250000e+01,3.715523016448e+00
5.200195312500e+01,3.679965553244e+00
5.224609375000e+01,3.644816878299e+00
5.249023437500e+01,3.609155206187e+00
5.273437500000e+01,3.574755778178e+00
5.297851562500e+01,3.541040481653e+00
5.322265625000e+01,3.508220121513e+00
5.346679687500e+01,3.477043431202e+00
5.371093750000e+01,3.443055921344e+00
5.395507812500e+01,3.411068093156e+00
5.419921875000e+01,3.380398411153e+00
5.444335937500e+01,3.349869668624e+00
5.468750000000e+01,3.321141133210e+00
5.493164062500e+01,3.287536611279e+00
5.517578125000e+01,3.258715970371e+00
5.541992187500e+01,3.228646907056e+00
5.566406250000e+01,3.201326797239e+00
5.590820312500e+01,3.172183715549e+00
5.615234375000e+01,3.143460369952e+00
5.639648437500e+01,3.116540475882e+00
5.664062500000e+01,3.089628405852e+00
5.688476562500e+01,3.061280319300e+00
5.712890625000e+01,3.035300178344e+00
5.737304687500e+01,3.009586539503e+00
5.761718750000e+01,2.983165733576e+00
5.786132812500e+01,2.957069078320e+00
5.810546875000e+01,2.932348503116e+00
5.834960937500e+01,2.907033450492e+00
5.859375000000e+01,2.881291117225e+00
5.883789062500e+01,2.858879784914e+00
5.908203125000e+01,2.834460443662e+00
5.932617187500e+01,2.809803939995e+00
5.957031250000e+01,2.786327429720e+00
5.981445312500e+01,2.763246219198e+00
6.005859375000e+01,2.742065821721e+00
6.030273437500e+01,2.719512763300e+00
6.054687500000e+01,2.696231075705e+00
6.079101562500e+01,2.674253459262e+00
6.103515625000e+01,2.652707211485e+00
6.127929687500e+01,2.632872022969e+00
6.152343750000e+01,2.610672092909e+00
6.176757812500e+01,2.590137189353e+00
6.201171875000e+01,2.569029007740e+00
6.225585937500e+01,2.548844258005e+00
6.250000000000e+01,2.528212581952e+00
6.274414062500e+01,2.509054916389e+00
6.298828125000e+01,2.488909517723e+00
6.323242187500e+01,2.468934348171e+00
6.347656250000e+01,2.450026548596e+00
6.372070312500e+01,2.431594777465e+00
6.396484375000e+01,2.412475047845e+00
6.420898437500e+01,2.394345093496e+00
6.445312500000e+01,2.376490548531e+00
6.469726562500e+01,2.357688779009e+00
6.494140625000e+01,2.339741056980e+00
6.518554687500e+01,2.322146191193e+00
6.542968750000e+01,2.304377201707e+00
6.567382812500e+01,2.287605447551e+00
6.591796875000e+01,2.270385772302e+00
6.616210937500e+01,2.253486130793e+00
6.640625000000e+01,2.237296692618e+00
6.665039062500e+01,2.220272795957e+00
6.689453125000e+01,2.204249466361e+00
6.713867187500e+01,2.187916810334e+00
6.738281250000e+01,2.172093650609e+00
6.762695312500e+01,2.156271974766e+00
6.787109375000e+01,2.140566177522e+00
6.811523437500e+01,2.125077845957e+00
6.835937500000e+01,2.109918492828e+00
6.860351562500e+01,2.095293950463e+00
6.884765625000e+01,2.080254710992e+00
6.909179687500e+01,2.065187184769e+00
6.933593750000e+01,2.051022810726e+00
6.958007812500e+01,2.036120441026e+00
6.982421875000e+01,2.021648199096e+00
7.006835937500e+01,2.008155298139e+00
7.031250000000e+01,1.994221186481e+00
7.055664062500e+01,1.980278121526e+00
7.080078125000e+01,1.966391483477e+00
7.104492187500e+01,1.953249610700e+00
7.128906250000e+01,1.939586689286e+00
7.153320312500e+01,1.926560740105e+00
7.177734375000e+01,1.913201064103e+00
7.202148437500e+01,1.900275590154e+00
7.226562500000e+01,1.887377980654e+00
7.250976562500e+01,1.874464993943e+00
7.275390625000e+01,1.862119456305e+00
7.299804687500e+01,1.849560374301e+00
7.324218750000e+01,1.836956782736e+00
7.348632812500e+01,1.825409854206e+00
7.373046875000e+01,1.812906087869e+00
7.397460937500e+01,1.801033591274e+00
7.421875000000e+01,1.789203723223e+00
7.446289062500e+01,1.777363097455e+00
7.470703125000e+01,1.765926916445e+00
7.495117187500e+01,1.754573410723e+00
7.519531250000e+01,1.743011548063e+00
7.543945312500e+01,1.731691629805e+00
7.568359375000e+01,1.720536859672e+00
7.592773437500e+01,1.709720207420e+00
7.617187500000e+01,1.699142301534e+00
7.641601562500e+01,1.687732753291e+00
7.666015625000e+01,1.677221097079e+00
7.690429687500e+01,1.666804562116e+00
7.714843750000e+01,1.656367746633e+00
7.739257812500e+01,1.645843957717e+00
7.763671875000e+01,1.635517556008e+00
7.788085937500e+01,1.625412066551e+00
7.812500000000e+01,1.615282182377e+00
7.836914062500e+01,1.605099086770e+00
7.861328125000e+01,1.595368831574e+00
7.885742187500e+01,1.585378950032e+00
7.910156250000e+01,1.575945582651e+00
7.934570312500e+01,1.566146658838e+00
7.958984375000e+01,1.556487630384e+00
7.983398437500e+01,1.546974721895e+00
8.007812500000e+01,1.537779513172e+00
8.032226562500e+01,1.528388996918e+00
8.056640625000e+01,1.519022791902e+00
8.081054687500e+01,1.510151102184e+00
8.105468750000e+01,1.501251459736e+00
8.129882812500e+01,1.492170030541e+00
8.154296875000e+01,1.483146824547e+00
8.178710937500e+01,1.474497737250e+00
8.203125000000e+01,1.465740218074e+00
8.227539062500e+01,1.457290935689e+00
8.251953125000e+01,1.448642013094e+00
8.276367187500e+01,1.440135466468e+00
8.300781250000e+01,1.431775940808e+00
8.325195312500e+01,1.423502106178e+00
8.349609375000e+01,1.415167247817e+00
8.374023437500e+01,1.407053871159e+00
8.398437500000e+01,1.399047209110e+00
8.422851562500e+01,1.391025426753e+00
8.447265625000e+01,1.383099723263e+00
8.471679687500e+01,1.375023451926e+00
8.496093750000e+01,1.367240895079e+00
8.520507812500e+01,1.359478187339e+00
8.544921875000e+01,1.351826214917e+00
8.569335937500e+01,1.344222450690e+00
8.593750000000e+01,1.336665972654e+00
8.618164062500e+01,1.329278955606e+00
8.642578125000e+01,1.321815661626e+00
8.666992187500e+01,1.314347602992e+00
8.691406250000e+01,1.307197244501e+00
8.715820312500e+01,1.300061729844e+00
8.740234375000e+01,1.292756044318e+00
8.764648437500e+01,1.285662210590e+00
8.789062500000e+01,1.278674641524e+00
8.813476562500e+01,1.271569467629e+00
8.837890625000e+01,1.264707779317e+00
8.862304687500e+01,1.257784455867e+00
8.886718750000e+01,1.251017963517e+00
8.911132812500e+01,1.244240584978e+00
8.935546875000e+01,1.237632019136e+00
8.959960937500e+01,1.231001817833e+00
8.984375000000e+01,1.224405951787e+00
9.008789062500e+01,1.217866959241e+00
9.033203125000e+01,1.211467455308e+00
9.057617187500e+01,1.204877229125e+00
9.082031250000e+01,1.198595148477e+00
9.106445312500e+01,1.192302142477e+00
9.130859375000e+01,1.185994180813e+00
9.155273437500e+01,1.179788596712e+00
9.179687500000e+01,1.173670299199e+00
9.204101562500e+01,1.167563564712e+00
9.228515625000e+01,1.161428817760e+00
9.252929687500e+01,1.155435304427e+00
9.277343750000e+01,1.149460986958e+00
9.301757812500e+01,1.143571683894e+00
9.326171875000e+01,1.137669494257e+00
9.350585937500e+01,1.131811393861e+00
9.375000000000e+01,1.126074898539e+00
9.399414062500e+01,1.120335902703e+00
9.423828125000e+01,1.114630467488e+00
9.448242187500e+01,1.108954563598e+00
9.472656250000e+01,1.103377024476e+00
9.497070312500e+01,1.097857351982e+00
9.521484375000e+01,1.092291968301e+00
9.545898437500e+01,1.086829353429e+00
9.570312500000e+01,1.081340230054e+00
9.594726562500e+01,1.075973419661e+00
9.619140625000e+01,1.070627211400e+00
9.643554687500e+01,1.065317208029e+00
9.667968750000e+01,1.060067093514e+00
9.692382812500e+01,1.054854542380e+00
9.716796875000e+01,1.049660869799e+00
9.741210937500e+01,1.044543347580e+00
9.765625000000e+01,1.039396030572e+00
9.790039062500e+01,1.034378255482e+00
9.814453125000e+01,1.029323507913e+00
9.838867187500e+01,1.024295987468e+00
9.863281250000e+01,1.019348135001e+00
9.887695312500e+01,1.014425527810e+00
9.912109375000e+01,1.009588482440e+00
9.936523437500e+01,1.004729473018e+00
9.960937500000e+01,9.999227287225e-01
9.985351562500e+01,9.951910194096e-01
1.000976562500e+02,9.904352078816e-01
1.003417968750e+02,9.857154408653e-01
1.005859375000e+02,9.810576897511e-01
1.008300781250e+02,9.763875993211e-01
1.010742187500e+02,9.718245045371e-01
1.013183593750e+02,9.672427896079e-01
1.015625000000e+02,9.627362844145e-01
1.018066406250e+02,9.582185564759e-01
1.020507812500e+02,9.537581864832e-01
1.022949218750e+02,9.493321765233e-01
1.025390625000e+02,9.449310987039e-01
1.027832031250e+02,9.405417459935e-01
1.030273437500e+02,9.362351532220e-01
1.032714843750e+02,9.319148167480e-01
1.035156250000e+02,9.276292447815e-01
1.037597656250e+02,9.233635467239e-01
1.040039062500e+02,9.191566609460e-01
1.042480468750e+02,9.150188794143e-01
1.044921875000e+02,9.108569411153e-01
1.047363281250e+02,9.067293908621e-01
1.049804687500e+02,9.026190936151e-01
1.052246093750e+02,8.985227857190e-01
1.054687500000e+02,8.944933279803e-01
1.057128906250e+02,8.904880542944e-01
1.059570312500e+02,8.864982327077e-01
1.062011718750e+02,8.825403018293e-01
1.064453125000e+02,8.786540986037e-01
1.066894531250e+02,8.747215514829e-01
1.069335937500e+02,8.708432867555e-01
1.071777343750e+02,8.669964520546e-01
1.074218750000e+02,8.631768702260e-01
1.076660156250e+02,8.593790509589e-01
1.079101562500e+02,8.556029808935e-01
1.081542968750e+02,8.518680397617e-01
1.083984375000e+02,8.481528801672e-01
1.086425781250e+02,8.444651611991e-01
1.088867187500e+02,8.408237059615e-01
1.091308593750e+02,8.371751879811e-01
1.093750000000e+02,8.335385183452e-01
1.096191406250e+02,8.299673794102e-01
1.098632812500e+02,8.263717116209e-01
1.101074218750e+02,8.228560471066e-01
1.103515625000e+02,8.193371600056e-01
1.105957031250e+02,8.158440508799e-01
1.108398437500e+02,8.123776726360e-01
1.110839843750e+02,8.089067983611e-01
1.113281250000e+02,8.054823842691e-01
1.115722656250e+02,8.020824801459e-01
1.118164062500e+02,7.987009426361e-01
1.120605468750e+02,7.953401390504e-01
1.123046875000e+02,7.920219506936e-01
1.125488281250e+02,7.886764930986e-01
1.127929687500e+02,7.853826888022e-01
1.130371093750e+02,7.821163636115e-01
1.132812500000e+02,7.788621968946e-01
1.135253906250e+02,7.756394134225e-01
1.137695312500e+02,7.724111465569e-01
1.140136718750e+02,7.692334728382e-01
1.142578125000e+02,7.660728639532e-01
1.145019531250e+02,7.629154514146e-01
1.147460937500e+02,7.598087743367e-01
1.149902343750e+02,7.566781755905e-01
1.152343750000e+02,7.536057653721e-01
1.154785156250e+02,7.505472405840e-01
1.157226562500e+02,7.474830032914e-01
1.159667968750e+02,7.444579032592e-01
1.162109375000e+02,7.414502521887e-01
1.164550781250e+02,7.384730140473e-01
1.166992187500e+02,7.355066494664e-01
1.169433593750e+02,7.325357736113e-01
1.171875000000e+02,7.296226192592e-01
1.174316406250e+02,7.266867226120e-01
1.176757812500e+02,7.238097336031e-01
1.179199218750e+02,7.209237866359e-01
1.181640625000e+02,7.180572626594e-01
1.184082031250e+02,7.152243313030e-01
1.186523437500e+02,7.124073969558e-01
1.188964843750e+02,7.096122212171e-01
1.191406250000e+02,7.068076675339e-01
1.193847656250e+02,7.040359989111e-01
1.196289062500e+02,7.012767958216e-01
1.198730468750e+02,6.985352025472e-01
1.201171875000e+02,6.958223943503e-01
1.203613281250e+02,6.931155140963e-01
1.206054687500e+02,6.904371449929e-01
1.208496093750e+02,6.877552751702e-01
1.210937500000e+02,6.851126187288e-01
1.213378906250e+02,6.824744459360e-01
1.215820312500e+02,6.798444165227e-01
1.218261718750e+02,6.772400390190e-01
1.220703125000e+02,6.746399900960e-01
1.223144531250e+02,6.720713516150e-01
1.225585937500e+02,6.695188885219e-01
1.228027343750e+02,6.669706429800e-01
1.230468750000e+02,6.644456876610e-01
1.232910156250e+02,6.619221286876e-01
1.235351562500e+02,6.594273149418e-01
1.237792968750e+02,6.569436958818e-01
1.240234375000e+02,6.544702213375e-01
1.242675781250e+02,6.520203343113e-01
1.245117187500e+02,6.495852698918e-01
1.247558593750e+02,6.471572857198e-01
1.250000000000e+02,6.447493375348e-01
1.252441406250e+02,6.423473223170e-01
1.254882812500e+02,6.399654093001e-01
1.257324218750e+02,6.376015030785e-01
1.259765625000e+02,6.352406960717e-01
1.262207031250e+02,6.329051667161e-01
1.264648437500e+02,6.305781700874e-01
1.267089843750e+02,6.282671145861e-01
1.269531250000e+02,6.259648528710e-01
1.271972656250e+02,6.236744213896e-01
1.274414062500e+02,6.214054325794e-01
1.276855468750e+02,6.191493604064e-01
1.279296875000e+02,6.168968515199e-01
1.281738281250e+02,6.146658914586e-01
1.284179687500e+02,6.124335006175e-01
1.286621093750e+02,6.102335196448e-01
1.289062500000e+02,6.080357324037e-01
1.291503906250e+02,6.058555226989e-01
1.293945312500e+02,6.036812000557e-01
1.296386718750e+02,6.015258523351e-01
1.298828125000e+02,5.993789517046e-01
1.301269531250e+02,5.972444871681e-01
1.303710937500e+02,5.951209462284e-01
1.306152343750e+02,5.930110093117e-01
1.308593750000e+02,5.909180660441e-01
1.311035156250e+02,5.888284395601e-01
1.313476562500e+02,5.867570885530e-01
1.315917968750e+02,5.846909386517e-01
1.318359375000e+02,5.826407706528e-01
1.320800781250e+02,5.806017019357e-01
1.323242187500e+02,5.785705394990e-01
1.325683593750e+02,5.765568965961e-01
1.328125000000e+02,5.745493140487e-01
1.330566406250e+02,5.725588216740e-01
1.333007812500e+02,5.705757634618e-01
1.335449218750e+02,5.686004831235e-01
1.337890625000e+02,5.666411481628e-01
1.340332031250e+02,5.646854585180e-01
1.342773437500e+02,5.627476118117e-01
1.345214843750e+02,5.608148167143e-01
1.347656250000e+02,5.588996975446e-01
1.350097656250e+02,5.569921060755e-01
1.352539062500e+02,5.550942816759e-01
1.354980468750e+02,5.532094285389e-01
1.357421875000e+02,5.513319162017e-01
1.359863281250e+02,5.494625194841e-01
1.362304687500e+02,5.476047831864e-01
1.364746093750e+02,5.457549667790e-01
1.367187500000e+02,5.439221109613e-01
1.369628906250e+02,5.420949030609e-01
1.372070312500e+02,5.402793602265e-01
1.374511718750e+02,5.384693158649e-01
1.376953125000e+02,5.366747952579e-01
1.379394531250e+02,5.348874200831e-01
1.381835937500e+02,5.331096533364e-01
1.384277343750e+02,5.313359914282e-01
1.386718750000e+02,5.295765324050e-01
1.389160156250e+02,5.278276306248e-01
1.391601562500e+02,5.260883437556e-01
1.394042968750e+02,5.243592673797e-01
1.396484375000e+02,5.226334871900e-01
1.398925781250e+02,5.209218099166e-01
1.401367187500e+02,5.192182105910e-01
1.403808593750e+02,5.175201453572e-01
1.406250000000e+02,5.158338250327e-01
1.408691406250e+02,5.141550247889e-01
1.411132812500e+02,5.124905234120e-01
1.413574218750e+02,5.108306093942e-01
1.416015625000e+02,5.091778596065e-01
1.418457031250e+02,5.075353994895e-01
1.420898437500e+02,5.058994389329e-01
1.423339843750e+02,5.042747747081e-01
1.425781250000e+02,5.026561996999e-01
1.428222656250e+02,5.010472307781e-01
1.430664062500e+02,4.994485260262e-01
1.433105468750e+02,4.978577753247e-01
1.435546875000e+02,4.962731377742e-01
1.437988281250e+02,4.946957533012e-01
1.440429687500e+02,4.931269283381e-01
1.442871093750e+02,4.915678280493e-01
1.445312500000e+02,4.900152166165e-01
1.447753906250e+02,4.884716789746e-01
1.450195312500e+02,4.869356241157e-01
1.452636718750e+02,4.854085917766e-01
1.455078125000e+02,4.838885801732e-01
1.457519531250e+02,4.823747032060e-01
1.459960937500e+02,4.808691277470e-01
1.462402343750e+02,4.793712426327e-01
1.464843750000e+02,4.778824282401e-01
1.467285156250e+02,4.763998918211e-01
1.469726562500e+02,4.749246982564e-01
1.472167968750e+02,4.734569149184e-01
1.474609375000e+02,4.719964349476e-01
1.477050781250e+02,4.705451615356e-01
1.479492187500e+02,4.690986276721e-01
1.481933593750e+02,4.676608224233e-01
1.484375000000e+02,4.662291817836e-01
1.486816406250e+02,4.648047681879e-01
1.489257812500e+02,4.633879257823e-01
1.491699218750e+02,4.619773756711e-01
1.494140625000e+02,4.605740117727e-01
1.496582031250e+02,4.591783827904e-01
1.499023437500e+02,4.577893237829e-01
1.501464843750e+02,4.564081766987e-01
1.503906250000e+02,4.550323914276e-01
1.506347656250e+02,4.536629805508e-01
1.508789062500e+02,4.523005389896e-01
1.511230468750e+02,4.509448613093e-01
1.513671875000e+02,4.495965731944e-01
1.516113281250e+02,4.482543803991e-01
1.518554687500e+02,4.469185603135e-01
1.520996093750e+02,4.455901572609e-01
1.523437500000e+02,4.442663808633e-01
1.525878906250e+02,4.429505127404e-01
1.528320312500e+02,4.416391544679e-01
1.530761718750e+02,4.403358719830e-01
1.533203125000e+02,4.390386578590e-01
1.535644531250e+02,4.377485355119e-01
1.538085937500e+02,4.364633950335e-01
1.540527343750e+02,4.351850038172e-01
1.542968750000e+02,4.339122063695e-01
1.545410156250e+02,4.326456740237e-01
1.547851562500e+02,4.313856912038e-01
1.550292968750e+02,4.301298428400e-01
1.552734375000e+02,4.288825126430e-01
1.555175781250e+02,4.276394644320e-01
1.557617187500e+02,4.264035385401e-01
1.560058593750e+02,4.251723908677e-01
1.562500000000e+02,4.239474272467e-01
1.564941406250e+02,4.227288100415e-01
1.567382812500e+02,4.215146734939e-01
1.569824218750e+02,4.203074089490e-01
1.572265625000e+02,4.191053436531e-01
1.574707031250e+02,4.179092882359e-01
1.577148437500e+02,4.167187417805e-01
1.579589843750e+02,4.155332050655e-01
1.582031250000e+02,4.143539090372e-01
1.584472656250e+02,4.131799443200e-01
1.586914062500e+02,4.120112956536e-01
1.589355468750e+02,4.108477645718e-01
1.591796875000e+02,4.096903479691e-01
1.594238281250e+02,4.085376428591e-01
1.596679687500e+02,4.073909469015e-01
1.599121093750e+02,4.062495549739e-01
1.601562500000e+02,4.051125180233e-01
1.604003906250e+02,4.039824633217e-01
1.606445312500e+02,4.028553701100e-01
1.608886718750e+02,4.017353411882e-01
1.611328125000e+02,4.006188465071e-01
1.613769531250e+02,3.995086462143e-01
1.616210937500e+02,3.984033804300e-01
1.618652343750e+02,3.973028193155e-01
1.621093750000e+02,3.962079812998e-01
1.623535156250e+02,3.951168270554e-01
1.625976562500e+02,3.940326816533e-01
1.628417968750e+02,3.929512106316e-01
1.630859375000e+02,3.918756881288e-01
1.633300781250e+02,3.908052609652e-01
1.635742187500e+02,3.897392070872e-01
1.638183593750e+02,3.886788917316e-01
1.640625000000e+02,3.876219605197e-01
1.643066406250e+02,3.865709186008e-01
1.645507812500e+02,3.855237033056e-01
1.647949218750e+02,3.844825930158e-01
1.650390625000e+02,3.834445767831e-01
1.652832031250e+02,3.824119214988e-01
1.655273437500e+02,3.813841623244e-01
1.657714843750e+02,3.803606676037e-01
1.660156250000e+02,3.793421246547e-01
1.662597656250e+02,3.783268316860e-01
1.665039062500e+02,3.773171488687e-01
1.667480468750e+02,3.763120760966e-01
1.669921875000e+02,3.753113312645e-01
1.672363281250e+02,3.743149777064e-01
1.674804687500e+02,3.733220698026e-01
1.677246093750e+02,3.723353772272e-01
1.679687500000e+02,3.713516485906e-01
1.682128906250e+02,3.703730293342e-01
1.684570312500e+02,3.693976880616e-01
1.687011718750e+02,3.684275502442e-01
1.689453125000e+02,3.674616353152e-01
1.691894531250e+02,3.664994606462e-01
1.694335937500e+02,3.655419014928e-01
1.696777343750e+02,3.645880350959e-01
1.699218750000e+02,3.636392955007e-01
1.701660156250e+02,3.626937077560e-01
