frequency_thz,vdos
7.421875000000e+01,1.756821254421e+00
7.446289062500e+01,1.744999210219e+00
7.470703125000e+01,1.733649657472e+00
7.495117187500e+01,1.722324947855e+00
7.519531250000e+01,1.711048863180e+00
7.543945312500e+01,1.699914735731e+00
7.568359375000e+01,1.689056903678e+00
7.592773437500e+01,1.678232662974e+00
7.617187500000e+01,1.667518580447e+00
7.641601562500e+01,1.656903754914e+00
7.666015625000e+01,1.646187870113e+00
7.690429687500e+01,1.635706465755e+00
7.714843750000e+01,1.625684688966e+00
7.739257812500e+01,1.615298278737e+00
7.763671875000e+01,1.605210099234e+00
7.788085937500e+01,1.595178272818e+00
7.812500000000e+01,1.585422615761e+00
7.836914062500e+01,1.575740876778e+00
7.861328125000e+01,1.565776686201e+00
7.885742187500e+01,1.556154269338e+00
7.910156250000e+01,1.546602491747e+00
7.934570312500e+01,1.537180414338e+00
7.958984375000e+01,1.527959211156e+00
7.983398437500e+01,1.518637347625e+00
8.007812500000e+01,1.509565147908e+00
8.032226562500e+01,1.500261308436e+00
8.056640625000e+01,1.491347721307e+00
8.081054687500e+01,1.482366803481e+00
8.105468750000e+01,1.473514687830e+00
8.129882812500e+01,1.464836969620e+00
8.154296875000e+01,1.455971567739e+00
8.178710937500e+01,1.447443596441e+00
8.203125000000e+01,1.438900232700e+00
8.227539062500e+01,1.430431518917e+00
8.251953125000e+01,1.422096027977e+00
8.276367187500e+01,1.413705624827e+00
8.300781250000e+01,1.405355515339e+00
8.325195312500e+01,1.397250506553e+00
8.349609375000e+01,1.389197826276e+00
8.374023437500e+01,1.381124785612e+00
8.398437500000e+01,1.373059239035e+00
8.422851562500e+01,1.365311708852e+00
8.447265625000e+01,1.357413709845e+00
8.471679687500e+01,1.349712787347e+00
8.496093750000e+01,1.341919131162e+00
8.520507812500e+01,1.334331230139e+00
8.544921875000e+01,1.326833634464e+00
8.569335937500e+01,1.319323297088e+00
8.593750000000e+01,1.311945559814e+00
8.618164062500e+01,1.304635103028e+00
8.642578125000e+01,1.297408036713e+00
8.666992187500e+01,1.290230493342e+00
8.691406250000e+01,1.283025559059e+00
8.715820312500e+01,1.275943896580e+00
8.740234375000e+01,1.268982096571e+00
8.764648437500e+01,1.261997812915e+00
8.789062500000e+01,1.255088002836e+00
8.813476562500e+01,1.248254122290e+00
8.837890625000e+01,1.241516348904e+00
8.862304687500e+01,1.234768771640e+00
8.886718750000e+01,1.228112029110e+00
8.911132812500e+01,1.221393215681e+00
8.935546875000e+01,1.214815865254e+00
8.959960937500e+01,1.208296797238e+00
8.984375000000e+01,1.201795418567e+00
9.008789062500e+01,1.195400421172e+00
9.033203125000e+01,1.189068978214e+00
9.057617187500e+01,1.182775297170e+00
9.082031250000e+01,1.176540029247e+00
9.106445312500e+01,1.170257833890e+00
9.130859375000e+01,1.164154341116e+00
9.155273437500e+01,1.158152490678e+00
9.179687500000e+01,1.151981946635e+00
9.204101562500e+01,1.145946277401e+00
9.228515625000e+01,1.140031628812e+00
9.252929687500e+01,1.134073805758e+00
9.277343750000e+01,1.128249027828e+00
9.301757812500e+01,1.122438641916e+00
9.326171875000e+01,1.116607031992e+00
9.350585937500e+01,1.110982012740e+00
9.375000000000e+01,1.105301716289e+00
9.399414062500e+01,1.099605414933e+00
9.423828125000e+01,1.094084521567e+00
9.448242187500e+01,1.088528520941e+00
9.472656250000e+01,1.083007380672e+00
9.497070312500e+01,1.077568436145e+00
9.521484375000e+01,1.072173513509e+00
9.545898437500e+01,1.066785823853e+00
9.570312500000e+01,1.061483717027e+00
9.594726562500e+01,1.056141413345e+00
9.619140625000e+01,1.050937763903e+00
9.643554687500e+01,1.045727125910e+00
9.667968750000e+01,1.040521621010e+00
9.692382812500e+01,1.035393909842e+00
9.716796875000e+01,1.030332025480e+00
9.741210937500e+01,1.025249611940e+00
9.765625000000e+01,1.020241017613e+00
9.790039062500e+01,1.015267437506e+00
9.814453125000e+01,1.010311047505e+00
9.838867187500e+01,1.005437820792e+00
9.863281250000e+01,1.000571538689e+00
9.887695312500e+01,9.957366225304e-01
9.912109375000e+01,9.909556164215e-01
9.936523437500e+01,9.861952073383e-01
9.960937500000e+01,9.814785801599e-01
9.985351562500e+01,9.768081606840e-01
1.000976562500e+02,9.721376240595e-01
1.003417968750e+02,9.675161660974e-01
1.005859375000e+02,9.629493028385e-01
1.008300781250e+02,9.583948724933e-01
1.010742187500e+02,9.538855936434e-01
1.013183593750e+02,9.493845162666e-01
1.015625000000e+02,9.449198772937e-01
1.018066406250e+02,9.405035510905e-01
1.020507812500e+02,9.361526179497e-01
1.022949218750e+02,9.317980608301e-01
1.025390625000e+02,9.274657019549e-01
1.027832031250e+02,9.231819966368e-01
1.030273437500e+02,9.189294003125e-01
1.032714843750e+02,9.147090600747e-01
1.035156250000e+02,9.105278503269e-01
1.037597656250e+02,9.063290580183e-01
1.040039062500e+02,9.021861773513e-01
1.042480468750e+02,8.981003451240e-01
1.044921875000e+02,8.940292707341e-01
1.047363281250e+02,8.899877498146e-01
1.049804687500e+02,8.859230851596e-01
1.052246093750e+02,8.819476720785e-01
1.054687500000e+02,8.779830694359e-01
1.057128906250e+02,8.740346190190e-01
1.059570312500e+02,8.701373097548e-01
1.062011718750e+02,8.662509587085e-01
1.064453125000e+02,8.623953400840e-01
1.066894531250e+02,8.585857001178e-01
1.069335937500e+02,8.547798439135e-01
1.071777343750e+02,8.510028282635e-01
1.074218750000e+02,8.472419703680e-01
1.076660156250e+02,8.435177897887e-01
1.079101562500e+02,8.398256164582e-01
1.081542968750e+02,8.361633656652e-01
1.083984375000e+02,8.325062389178e-01
1.086425781250e+02,8.288861233251e-01
1.088867187500e+02,8.252975112344e-01
1.091308593750e+02,8.217040356071e-01
1.093750000000e+02,8.181689092356e-01
1.096191406250e+02,8.146455520775e-01
1.098632812500e+02,8.111120503685e-01
1.101074218750e+02,8.076350468704e-01
1.103515625000e+02,8.041789669026e-01
1.105957031250e+02,8.007469182018e-01
1.108398437500e+02,7.973610127839e-01
1.110839843750e+02,7.939680712373e-01
1.113281250000e+02,7.905837581021e-01
1.115722656250e+02,7.872735347679e-01
1.118164062500e+02,7.839647813919e-01
1.120605468750e+02,7.806290617249e-01
1.123046875000e+02,7.773586562776e-01
1.125488281250e+02,7.741164233383e-01
1.127929687500e+02,7.708793798772e-01
1.130371093750e+02,7.676768900015e-01
1.132812500000e+02,7.644762253645e-01
1.135253906250e+02,7.613074091491e-01
1.137695312500e+02,7.581717578598e-01
1.140136718750e+02,7.550186426264e-01
1.142578125000e+02,7.519095905832e-01
1.145019531250e+02,7.488277182169e-01
1.147460937500e+02,7.457554389878e-01
1.149902343750e+02,7.427006410386e-01
1.152343750000e+02,7.396736433754e-01
1.154785156250e+02,7.366670787593e-01
1.157226562500e+02,7.336794220643e-01
1.159667968750e+02,7.307059379678e-01
1.162109375000e+02,7.277508136029e-01
1.164550781250e+02,7.248338744826e-01
1.166992187500e+02,7.219198613339e-01
1.169433593750e+02,7.190119969697e-01
1.171875000000e+02,7.161463847993e-01
1.174316406250e+02,7.132875576200e-01
1.176757812500e+02,7.104381464474e-01
1.179199218750e+02,7.076184559488e-01
1.181640625000e+02,7.048096303185e-01
1.184082031250e+02,7.020147107315e-01
1.186523437500e+02,6.992450004275e-01
1.188964843750e+02,6.964856993563e-01
1.191406250000e+02,6.937459013141e-01
1.193847656250e+02,6.910290329073e-01
1.196289062500e+02,6.883224810594e-01
1.198730468750e+02,6.856352715974e-01
1.201171875000e+02,6.829717365566e-01
1.203613281250e+02,6.803135126000e-01
1.206054687500e+02,6.776703958880e-01
1.208496093750e+02,6.750534724496e-01
1.210937500000e+02,6.724510512288e-01
1.213378906250e+02,6.698610438025e-01
1.215820312500e+02,6.672812960860e-01
1.218261718750e+02,6.647226879962e-01
1.220703125000e+02,6.621873224762e-01
1.223144531250e+02,6.596634879802e-01
1.225585937500e+02,6.571427098726e-01
1.228027343750e+02,6.546448123921e-01
1.230468750000e+02,6.521670591095e-01
1.232910156250e+02,6.496977943988e-01
1.235351562500e+02,6.472498574157e-01
1.237792968750e+02,6.448091924489e-01
1.240234375000e+02,6.423815229040e-01
1.242675781250e+02,6.399738664366e-01
1.245117187500e+02,6.375823102976e-01
1.247558593750e+02,6.352006196149e-01
1.250000000000e+02,6.328285182096e-01
1.252441406250e+02,6.304747539703e-01
1.254882812500e+02,6.281349003103e-01
1.257324218750e+02,6.258124379754e-01
1.259765625000e+02,6.235046874847e-01
1.262207031250e+02,6.212009046198e-01
1.264648437500e+02,6.189137576076e-01
1.267089843750e+02,6.166445978411e-01
1.269531250000e+02,6.143888073915e-01
1.271972656250e+02,6.121470893191e-01
1.274414062500e+02,6.099118154953e-01
1.276855468750e+02,6.076947675711e-01
1.279296875000e+02,6.054896827693e-01
1.281738281250e+02,6.033023524989e-01
1.284179687500e+02,6.011250944590e-01
1.286621093750e+02,5.989552801459e-01
1.289062500000e+02,5.968035611522e-01
1.291503906250e+02,5.946613416923e-01
1.293945312500e+02,5.925332522443e-01
1.296386718750e+02,5.904189207170e-01
1.298828125000e+02,5.883062007787e-01
1.301269531250e+02,5.862118105586e-01
1.303710937500e+02,5.841273383209e-01
1.306152343750e+02,5.820554813194e-01
1.308593750000e+02,5.799984162647e-01
1.311035156250e+02,5.779464335698e-01
1.313476562500e+02,5.759085352277e-01
1.315917968750e+02,5.738815653379e-01
1.318359375000e+02,5.718692661944e-01
1.320800781250e+02,5.698659399987e-01
1.323242187500e+02,5.678689260283e-01
1.325683593750e+02,5.658902321791e-01
1.328125000000e+02,5.639205666967e-01
1.330566406250e+02,5.619635192257e-01
1.333007812500e+02,5.600186014977e-01
1.335449218750e+02,5.580806914585e-01
1.337890625000e+02,5.561588544790e-01
1.340332031250e+02,5.542435890569e-01
1.342773437500e+02,5.523394514144e-01
1.345214843750e+02,5.504481447936e-01
1.347656250000e+02,5.485648742704e-01
1.350097656250e+02,5.466917219168e-01
1.352539062500e+02,5.448280852706e-01
1.354980468750e+02,5.429786577901e-01
1.357421875000e+02,5.411379475869e-01
1.359863281250e+02,5.393058485353e-01
1.362304687500e+02,5.374827240470e-01
1.364746093750e+02,5.356697616028e-01
1.367187500000e+02,5.338699562814e-01
1.369628906250e+02,5.320744231674e-01
1.372070312500e+02,5.302905330594e-01
1.374511718750e+02,5.285179029081e-01
1.376953125000e+02,5.267517320930e-01
1.379394531250e+02,5.249984255780e-01
1.381835937500e+02,5.232520196203e-01
1.384277343750e+02,5.215156479609e-01
1.386718750000e+02,5.197896960950e-01
1.389160156250e+02,5.180692578515e-01
1.391601562500e+02,5.163597905627e-01
1.394042968750e+02,5.146601503134e-01
1.396484375000e+02,5.129691402014e-01
1.398925781250e+02,5.112854678259e-01
1.401367187500e+02,5.096130670967e-01
1.403808593750e+02,5.079501859846e-01
1.406250000000e+02,5.062932413722e-01
1.408691406250e+02,5.046474366679e-01
1.411132812500e+02,5.030091449833e-01
1.413574218750e+02,5.013790555142e-01
1.416015625000e+02,4.997596514232e-01
1.418457031250e+02,4.981458774489e-01
1.420898437500e+02,4.965429768662e-01
1.423339843750e+02,4.949486897583e-01
1.425781250000e+02,4.933603140324e-01
1.428222656250e+02,4.917819449995e-01
1.430664062500e+02,4.902124991450e-01
1.433105468750e+02,4.886492475725e-01
1.435546875000e+02,4.870939139775e-01
1.437988281250e+02,4.855473935592e-01
1.440429687500e+02,4.840081439878e-01
1.442871093750e+02,4.824768938109e-01
1.445312500000e+02,4.809535372983e-01
1.447753906250e+02,4.794371150035e-01
1.450195312500e+02,4.779298834611e-01
1.452636718750e+02,4.764299097175e-01
1.455078125000e+02,4.749363491627e-01
1.457519531250e+02,4.734521014522e-01
1.459960937500e+02,4.719750803400e-01
1.462402343750e+02,4.705050608665e-01
1.464843750000e+02,4.690424273773e-01
1.467285156250e+02,4.675875089895e-01
1.469726562500e+02,4.661401423126e-01
1.472167968750e+02,4.646998799347e-01
1.474609375000e+02,4.632662357526e-01
1.477050781250e+02,4.618405425856e-01
1.479492187500e+02,4.604221317335e-01
1.481933593750e+02,4.590099012046e-01
1.484375000000e+02,4.576049962242e-01
1.486816406250e+02,4.562075933647e-01
1.489257812500e+02,4.548166344054e-01
1.491699218750e+02,4.534328527243e-01
1.494140625000e+02,4.520554256793e-01
1.496582031250e+02,4.506853388107e-01
1.499023437500e+02,4.493212401855e-01
1.501464843750e+02,4.479643145340e-01
1.503906250000e+02,4.466136522887e-01
1.506347656250e+02,4.452694181286e-01
1.508789062500e+02,4.439327584775e-01
1.511230468750e+02,4.426015908697e-01
1.513671875000e+02,4.412772021331e-01
1.516113281250e+02,4.399600199975e-01
1.518554687500e+02,4.386489089128e-01
1.520996093750e+02,4.373439273314e-01
1.523437500000e+02,4.360453078521e-01
1.525878906250e+02,4.347534393712e-01
1.528320312500e+02,4.334677329068e-01
1.530761718750e+02,4.321884367853e-01
1.533203125000e+02,4.309153948304e-01
1.535644531250e+02,4.296480691521e-01
1.538085937500e+02,4.283879734358e-01
1.540527343750e+02,4.271328037759e-01
1.542968750000e+02,4.258845462095e-01
1.545410156250e+02,4.246420543170e-01
1.547851562500e+02,4.234050199294e-01
1.550292968750e+02,4.221743987798e-01
1.552734375000e+02,4.209485006466e-01
1.555175781250e+02,4.197287569000e-01
1.557617187500e+02,4.185160648635e-01
1.560058593750e+02,4.173077574874e-01
1.562500000000e+02,4.161057637062e-01
1.564941406250e+02,4.149086982277e-01
1.567382812500e+02,4.137177543669e-01
1.569824218750e+02,4.125318758906e-01
1.572265625000e+02,4.113515867386e-01
1.574707031250e+02,4.101772585389e-01
1.577148437500e+02,4.090075918102e-01
1.579589843750e+02,4.078439065642e-01
1.582031250000e+02,4.066862218196e-01
1.584472656250e+02,4.055332270665e-01
1.586914062500e+02,4.043862336955e-01
1.589355468750e+02,4.032442787589e-01
1.591796875000e+02,4.021075356078e-01
1.594238281250e+02,4.009765409543e-01
1.596679687500e+02,3.998506819671e-01
1.599121093750e+02,3.987304239807e-01
1.601562500000e+02,3.976147251967e-01
1.604003906250e+02,3.965052784875e-01
1.606445312500e+02,3.953998588930e-01
1.608886718750e+02,3.943005683719e-01
1.611328125000e+02,3.932060644899e-01
1.613769531250e+02,3.921159126243e-01
1.616210937500e+02,3.910317194079e-01
1.618652343750e+02,3.899511197677e-01
1.621093750000e+02,3.888764610564e-01
1.623535156250e+02,3.878066702100e-01
1.625976562500e+02,3.867411013285e-01
1.628417968750e+02,3.856807919519e-01
1.630859375000e+02,3.846252705739e-01
1.633300781250e+02,3.835745750825e-01
1.635742187500e+02,3.825282665363e-01
1.638183593750e+02,3.814867010399e-01
1.640625000000e+02,3.804499541736e-01
1.643066406250e+02,3.794174237889e-01
1.645507812500e+02,3.783900836195e-01
1.647949218750e+02,3.773671003083e-01
1.650390625000e+02,3.763487077678e-01
1.652832031250e+02,3.753348718939e-01
1.655273437500e+02,3.743256522960e-01
1.657714843750e+02,3.733210599061e-01
1.660156250000e+02,3.723208511329e-01
1.662597656250e+02,3.713252596852e-01
1.665039062500e+02,3.703339406918e-01
1.667480468750e+02,3.693468822298e-01
1.669921875000e+02,3.683645501073e-01
1.672363281250e+02,3.673865846691e-01
1.674804687500e+02,3.664128735016e-01
1.677246093750e+02,3.654434823925e-01
1.679687500000e+02,3.644784255792e-01
1.682128906250e+02,3.635179476656e-01
1.684570312500e+02,3.625610096888e-01
1.687011718750e+02,3.616085542996e-01
1.689453125000e+02,3.606606130487e-01
1.691894531250e+02,3.597163507107e-01
1.694335937500e+02,3.587764439186e-01
1.696777343750e+02,3.578406334543e-01
1.699218750000e+02,3.569090705141e-01
1.701660156250e+02,3.559812616757e-01
